ase_id,chr,strand,out_donor,out_acceptor,in_junction
6@-@143965850^143964818-@143965852^143965850-143964819^143964817-,6,-,143965850^,143964818-,143965852^143965850-143964819^143964817-
6@-@143966158^143964818-@143966160^143966158-143964819^143964817-,6,-,143966158^,143964818-,143966160^143966158-143964819^143964817-
6@+@31715410^31715502-@31715409^31715411-31715502^31715504-,6,+,31715410^,31715502-,31715409^31715411-31715502^31715504-
6@-@43046880^43046601-@43046882^43046880-43046602^43046600-,6,-,43046880^,43046601-,43046882^43046880-43046602^43046600-
6@-@43045587^43045402-@43045589^43045587-43045403^43045401-,6,-,43045587^,43045402-,43045589^43045587-43045403^43045401-
6@-@43040915^43040746-@43040917^43040915-43040747^43040745-,6,-,43040915^,43040746-,43040917^43040915-43040747^43040745-
6@-@43038842^43038692-@43038844^43038842-43038693^43038691-,6,-,43038842^,43038692-,43038844^43038842-43038693^43038691-
6@+@42050586^42051357-@42050585^42050587-42051357^42051359-,6,+,42050586^,42051357-,42050585^42050587-42051357^42051359-
6@+@42056014^42057389-@42056013^42056015-42057389^42057391-,6,+,42056014^,42057389-,42056013^42056015-42057389^42057391-
6@-@34880289^34880063-@34880291^34880289-34880064^34880062-,6,-,34880289^,34880063-,34880291^34880289-34880064^34880062-
6@-@87520180^87519707-@87520182^87520180-87519708^87519706-,6,-,87520180^,87519707-,87520182^87520180-87519708^87519706-
6@-@87519583^87518891-@87519585^87519583-87518892^87518890-,6,-,87519583^,87518891-,87519585^87519583-87518892^87518890-
6@-@87519583^87518891-@87519585^87519583-87518892^87518890-,6,-,87519583^,87518891-,87519585^87519583-87518892^87518890-
6@-@87520180^87519707-@87520182^87520180-87519708^87519706-,6,-,87520180^,87519707-,87520182^87520180-87519708^87519706-
6@-@87521464^87520256-@87521466^87521464-87520257^87520255-,6,-,87521464^,87520256-,87521466^87521464-87520257^87520255-
6@-@87518630^87518264-@87518632^87518630-87518265^87518263-,6,-,87518630^,87518264-,87518632^87518630-87518265^87518263-
6@-@87518169^87516880-@87518171^87518169-87516881^87516879-,6,-,87518169^,87516880-,87518171^87518169-87516881^87516879-
6@-@87514428^87514308-@87514430^87514428-87514309^87514307-,6,-,87514428^,87514308-,87514430^87514428-87514309^87514307-
6@-@145955187^145954853-@145955189^145955187-145954854^145954852-,6,-,145955187^,145954853-,145955189^145955187-145954854^145954852-
6@-@31157023^31156836-@31157025^31157023-31156837^31156835-,6,-,31157023^,31156836-,31157025^31157023-31156837^31156835-
6@-@31157023^31156944-@31157025^31157023-31156945^31156943-,6,-,31157023^,31156944-,31157025^31157023-31156945^31156943-
6@-@31144885^31144788-@31144887^31144885-31144789^31144787-,6,-,31144885^,31144788-,31144887^31144885-31144789^31144787-
6@-@31641539^31641422-@31641541^31641539-31641423^31641421-,6,-,31641539^,31641422-,31641541^31641539-31641423^31641421-
6@-@168067069^168066831-@168067071^168067069-168066832^168066830-,6,-,168067069^,168066831-,168067071^168067069-168066832^168066830-
6@+@25998285^26001029-@25998284^25998286-26001029^26001031-,6,+,25998285^,26001029-,25998284^25998286-26001029^26001031-
6@+@25998285^26001250-@25998284^25998286-26001250^26001252-,6,+,25998285^,26001250-,25998284^25998286-26001250^26001252-
6@-@3654382^3653305-@3654384^3654382-3653306^3653304-,6,-,3654382^,3653305-,3654384^3654382-3653306^3653304-
6@-@163323391^163320559-@163323393^163323391-163320560^163320558-,6,-,163323391^,163320559-,163323393^163323391-163320560^163320558-
6@-@36978078^36977796-@36978080^36978078-36977797^36977795-,6,-,36978078^,36977796-,36978080^36978078-36977797^36977795-
6@-@36978078^36977691-@36978080^36978078-36977692^36977690-,6,-,36978078^,36977691-,36978080^36978078-36977692^36977690-
6@-@36977634^36977250-@36977636^36977634-36977251^36977249-,6,-,36977634^,36977250-,36977636^36977634-36977251^36977249-
6@-@36978078^36977224-@36978080^36978078-36977225^36977223-,6,-,36978078^,36977224-,36978080^36978078-36977225^36977223-
6@-@36978078^36977250-@36978080^36978078-36977251^36977249-,6,-,36978078^,36977250-,36978080^36978078-36977251^36977249-
6@-@36977199^36976277-@36977201^36977199-36976278^36976276-,6,-,36977199^,36976277-,36977201^36977199-36976278^36976276-
6@-@36977199^36975717-@36977201^36977199-36975718^36975716-,6,-,36977199^,36975717-,36977201^36977199-36975718^36975716-
6@-@36970647^36970473-@36970649^36970647-36970474^36970472-,6,-,36970647^,36970473-,36970649^36970647-36970474^36970472-
6@-@36970647^36970490-@36970649^36970647-36970491^36970489-,6,-,36970647^,36970490-,36970649^36970647-36970491^36970489-
6@-@36970039^36968974-@36970041^36970039-36968975^36968973-,6,-,36970039^,36968974-,36970041^36970039-36968975^36968973-
6@-@42269499^42269251-@42269501^42269499-42269252^42269250-,6,-,42269499^,42269251-,42269501^42269499-42269252^42269250-
6@-@132752673^132752577-@132752675^132752673-132752578^132752576-,6,-,132752673^,132752577-,132752675^132752673-132752578^132752576-
6@-@31356688^31356442-@31356690^31356688-31356443^31356441-,6,-,31356688^,31356442-,31356690^31356688-31356443^31356441-
6@-@31356167^31355592-@31356169^31356167-31355593^31355591-,6,-,31356167^,31355592-,31356169^31356167-31355593^31355591-
6@-@31355107^31354665-@31355109^31355107-31354666^31354664-,6,-,31355107^,31354665-,31355109^31355107-31354666^31354664-
6@-@31355317^31354665-@31355319^31355317-31354666^31354664-,6,-,31355317^,31354665-,31355319^31355317-31354666^31354664-
6@-@31355317^31355223-@31355319^31355317-31355224^31355222-,6,-,31355317^,31355223-,31355319^31355317-31355224^31355222-
6@+@348841^350822-@348840^348842-350822^350824-,6,+,348841^,350822-,348840^348842-350822^350824-
6@-@32842942^32842783-@32842944^32842942-32842784^32842782-,6,-,32842942^,32842783-,32842944^32842942-32842784^32842782-
6@+@31961094^31961547-@31961093^31961095-31961547^31961549-,6,+,31961094^,31961547-,31961093^31961095-31961547^31961549-
6@+@31960740^31961041-@31960739^31960741-31961041^31961043-,6,+,31960740^,31961041-,31960739^31960741-31961041^31961043-
6@+@31962798^31962985-@31962797^31962799-31962985^31962987-,6,+,31962798^,31962985-,31962797^31962799-31962985^31962987-
6@+@31963559^31963637-@31963558^31963560-31963637^31963639-,6,+,31963559^,31963637-,31963558^31963560-31963637^31963639-
6@+@31968082^31968328-@31968081^31968083-31968328^31968330-,6,+,31968082^,31968328-,31968081^31968083-31968328^31968330-
6@+@31968017^31968332-@31968016^31968018-31968332^31968334-,6,+,31968017^,31968332-,31968016^31968018-31968332^31968334-
6@+@31968017^31968348-@31968016^31968018-31968348^31968350-,6,+,31968017^,31968348-,31968016^31968018-31968348^31968350-
6@+@31968017^31968328-@31968016^31968018-31968328^31968330-,6,+,31968017^,31968328-,31968016^31968018-31968328^31968330-
6@+@31968796^31968871-@31968795^31968797-31968871^31968873-,6,+,31968796^,31968871-,31968795^31968797-31968871^31968873-
6@+@31969089^31969280-@31969088^31969090-31969280^31969282-,6,+,31969089^,31969280-,31969088^31969090-31969280^31969282-
6@+@31969420^31969515-@31969419^31969421-31969515^31969517-,6,+,31969420^,31969515-,31969419^31969421-31969515^31969517-
6@-@107746689^107745143-@107746691^107746689-107745144^107745142-,6,-,107746689^,107745143-,107746691^107746689-107745144^107745142-
6@-@97272704^97269992-@97272706^97272704-97269993^97269991-,6,-,97272704^,97269992-,97272706^97272704-97269993^97269991-
6@-@97267872^97263448-@97267874^97267872-97263449^97263447-,6,-,97267872^,97263448-,97267874^97267872-97263449^97263447-
6@+@37013765^37013962-@37013764^37013766-37013962^37013964-,6,+,37013765^,37013962-,37013764^37013766-37013962^37013964-
6@+@37022370^37025792-@37022369^37022371-37025792^37025794-,6,+,37022370^,37025792-,37022369^37022371-37025792^37025794-
6@+@37027575^37027948-@37027574^37027576-37027948^37027950-,6,+,37027575^,37027948-,37027574^37027576-37027948^37027950-
6@+@137875835^137875996-@137875834^137875836-137875996^137875998-,6,+,137875835^,137875996-,137875834^137875836-137875996^137875998-
6@+@137875035^137875688-@137875034^137875036-137875688^137875690-,6,+,137875035^,137875688-,137875034^137875036-137875688^137875690-
6@+@137879351^137880071-@137879350^137879352-137880071^137880073-,6,+,137879351^,137880071-,137879350^137879352-137880071^137880073-
6@+@31979553^31980451-@31979552^31979554-31980451^31980453-,6,+,31979553^,31980451-,31979552^31979554-31980451^31980453-
6@-@32847513^32847204-@32847515^32847513-32847205^32847203-,6,-,32847513^,32847204-,32847515^32847513-32847205^32847203-
6@-@109368922^109368325-@109368924^109368922-109368326^109368324-,6,-,109368922^,109368325-,109368924^109368922-109368326^109368324-
6@-@109446696^109446412-@109446698^109446696-109446413^109446411-,6,-,109446696^,109446412-,109446698^109446696-109446413^109446411-
6@-@109476175^109475482-@109476177^109476175-109475483^109475481-,6,-,109476175^,109475482-,109476177^109476175-109475483^109475481-
6@-@83190809^83188794-@83190811^83190809-83188795^83188793-,6,-,83190809^,83188794-,83190811^83190809-83188795^83188793-
6@-@83190809^83188798-@83190811^83190809-83188799^83188797-,6,-,83190809^,83188798-,83190811^83190809-83188799^83188797-
6@-@83188614^83187075-@83188616^83188614-83187076^83187074-,6,-,83188614^,83187075-,83188616^83188614-83187076^83187074-
6@-@83175962^83174487-@83175964^83175962-83174488^83174486-,6,-,83175962^,83174487-,83175964^83175962-83174488^83174486-
6@-@83188614^83187075-@83188616^83188614-83187076^83187074-,6,-,83188614^,83187075-,83188616^83188614-83187076^83187074-
6@-@83174374^83172055-@83174376^83174374-83172056^83172054-,6,-,83174374^,83172055-,83174376^83174374-83172056^83172054-
6@-@83170305^83169323-@83170307^83170305-83169324^83169322-,6,-,83170305^,83169323-,83170307^83170305-83169324^83169322-
6@+@31946606^31947007-@31946605^31946607-31947007^31947009-,6,+,31946606^,31947007-,31946605^31946607-31947007^31947009-
6@+@31947192^31947348-@31947191^31947193-31947348^31947350-,6,+,31947192^,31947348-,31947191^31947193-31947348^31947350-
6@+@31948081^31948374-@31948080^31948082-31948374^31948376-,6,+,31948081^,31948374-,31948080^31948082-31948374^31948376-
6@+@31948242^31948374-@31948241^31948243-31948374^31948376-,6,+,31948242^,31948374-,31948241^31948243-31948374^31948376-
6@+@31947192^31947348-@31947191^31947193-31947348^31947350-,6,+,31947192^,31947348-,31947191^31947193-31947348^31947350-
6@+@31949344^31949420-@31949343^31949345-31949420^31949422-,6,+,31949344^,31949420-,31949343^31949345-31949420^31949422-
6@+@31950403^31950619-@31950402^31950404-31950619^31950621-,6,+,31950403^,31950619-,31950402^31950404-31950619^31950621-
6@+@31950772^31950868-@31950771^31950773-31950868^31950870-,6,+,31950772^,31950868-,31950771^31950773-31950868^31950870-
6@+@31950772^31950868-@31950771^31950773-31950868^31950870-,6,+,31950772^,31950868-,31950771^31950773-31950868^31950870-
6@+@31950403^31950619-@31950402^31950404-31950619^31950621-,6,+,31950403^,31950619-,31950402^31950404-31950619^31950621-
6@+@31950944^31951197-@31950943^31950945-31951197^31951199-,6,+,31950944^,31951197-,31950943^31950945-31951197^31951199-
6@+@31950403^31951144-@31950402^31950404-31951144^31951146-,6,+,31950403^,31951144-,31950402^31950404-31951144^31951146-
6@+@31951604^31951875-@31951603^31951605-31951875^31951877-,6,+,31951604^,31951875-,31951603^31951605-31951875^31951877-
6@+@33200938^33201242-@33200937^33200939-33201242^33201244-,6,+,33200938^,33201242-,33200937^33200939-33201242^33201244-
6@+@33201656^33201745-@33201655^33201657-33201745^33201747-,6,+,33201656^,33201745-,33201655^33201657-33201745^33201747-
6@+@33202125^33202263-@33202124^33202126-33202263^33202265-,6,+,33202125^,33202263-,33202124^33202126-33202263^33202265-
6@+@33202125^33202331-@33202124^33202126-33202331^33202333-,6,+,33202125^,33202331-,33202124^33202126-33202331^33202333-
6@+@33201913^33202263-@33201912^33201914-33202263^33202265-,6,+,33201913^,33202263-,33201912^33201914-33202263^33202265-
6@+@33201913^33202072-@33201912^33201914-33202072^33202074-,6,+,33201913^,33202072-,33201912^33201914-33202072^33202074-
6@+@33201656^33201745-@33201655^33201657-33201745^33201747-,6,+,33201656^,33201745-,33201655^33201657-33201745^33201747-
6@+@33202700^33202910-@33202699^33202701-33202910^33202912-,6,+,33202700^,33202910-,33202699^33202701-33202910^33202912-
6@+@33203106^33203541-@33203105^33203107-33203541^33203543-,6,+,33203106^,33203541-,33203105^33203107-33203541^33203543-
6@+@35060040^35060147-@35060039^35060041-35060147^35060149-,6,+,35060040^,35060147-,35060039^35060041-35060147^35060149-
6@+@35457600^35458297-@35457599^35457601-35458297^35458299-,6,+,35457600^,35458297-,35457599^35457601-35458297^35458299-
6@-@108042567^108042264-@108042569^108042567-108042265^108042263-,6,-,108042567^,108042264-,108042569^108042567-108042265^108042263-
6@+@32001860^32002123-@32001859^32001861-32002123^32002125-,6,+,32001860^,32002123-,32001859^32001861-32002123^32002125-
6@-@33313694^33313477-@33313696^33313694-33313478^33313476-,6,-,33313694^,33313477-,33313696^33313694-33313478^33313476-
6@-@33304989^33304638-@33304991^33304989-33304639^33304637-,6,-,33304989^,33304638-,33304991^33304989-33304639^33304637-
6@-@33304297^33304217-@33304299^33304297-33304218^33304216-,6,-,33304297^,33304217-,33304299^33304297-33304218^33304216-
6@-@33304989^33304217-@33304991^33304989-33304218^33304216-,6,-,33304989^,33304217-,33304991^33304989-33304218^33304216-
6@+@43500772^43501526-@43500771^43500773-43501526^43501528-,6,+,43500772^,43501526-,43500771^43500773-43501526^43501528-
6@+@43502617^43503401-@43502616^43502618-43503401^43503403-,6,+,43502617^,43503401-,43502616^43502618-43503401^43503403-
6@+@43505660^43506449-@43505659^43505661-43506449^43506451-,6,+,43505660^,43506449-,43505659^43505661-43506449^43506451-
6@+@43503706^43504761-@43503705^43503707-43504761^43504763-,6,+,43503706^,43504761-,43503705^43503707-43504761^43504763-
6@-@32580746^32580270-@32580748^32580746-32580271^32580269-,6,-,32580746^,32580270-,32580748^32580746-32580271^32580269-
6@-@31884645^31884559-@31884647^31884645-31884560^31884558-,6,-,31884645^,31884559-,31884647^31884645-31884560^31884558-
6@-@31680159^31679268-@31680161^31680159-31679269^31679267-,6,-,31680159^,31679268-,31680161^31680159-31679269^31679267-
6@-@78958475^78955682-@78958477^78958475-78955683^78955681-,6,-,78958475^,78955682-,78958477^78958475-78955683^78955681-
6@-@89658209^89656801-@89658211^89658209-89656802^89656800-,6,-,89658209^,89656801-,89658211^89658209-89656802^89656800-
6@-@89656700^89655968-@89656702^89656700-89655969^89655967-,6,-,89656700^,89655968-,89656702^89656700-89655969^89655967-
6@-@89654164^89654002-@89654166^89654164-89654003^89654001-,6,-,89654164^,89654002-,89654166^89654164-89654003^89654001-
6@-@89653853^89653155-@89653855^89653853-89653156^89653154-,6,-,89653853^,89653155-,89653855^89653853-89653156^89653154-
6@-@89654164^89653155-@89654166^89654164-89653156^89653154-,6,-,89654164^,89653155-,89654166^89654164-89653156^89653154-
6@+@32390753^32391613-@32390752^32390754-32391613^32391615-,6,+,32390753^,32391613-,32390752^32390754-32391613^32391615-
6@-@30294471^30291982-@30294473^30294471-30291983^30291981-,6,-,30294471^,30291982-,30294473^30294471-30291983^30291981-
6@-@30294471^30292599-@30294473^30294471-30292600^30292598-,6,-,30294471^,30292599-,30294473^30294471-30292600^30292598-
6@-@30294853^30292599-@30294855^30294853-30292600^30292598-,6,-,30294853^,30292599-,30294855^30294853-30292600^30292598-
6@+@27710853^27711090-@27710852^27710854-27711090^27711092-,6,+,27710853^,27711090-,27710852^27710854-27711090^27711092-
6@+@27710889^27711090-@27710888^27710890-27711090^27711092-,6,+,27710889^,27711090-,27710888^27710890-27711090^27711092-
6@-@146851118^146851023-@146851120^146851118-146851024^146851022-,6,-,146851118^,146851023-,146851120^146851118-146851024^146851022-
6@-@146850825^146850596-@146850827^146850825-146850597^146850595-,6,-,146850825^,146850596-,146850827^146850825-146850597^146850595-
6@-@146844638^146844522-@146844640^146844638-146844523^146844521-,6,-,146844638^,146844522-,146844640^146844638-146844523^146844521-
6@+@8788946^8790272-@8788945^8788947-8790272^8790274-,6,+,8788946^,8790272-,8788945^8788947-8790272^8790274-
6@+@8788964^8790272-@8788963^8788965-8790272^8790274-,6,+,8788964^,8790272-,8788963^8788965-8790272^8790274-
6@-@106774855^106774793-@106774857^106774855-106774794^106774792-,6,-,106774855^,106774793-,106774857^106774855-106774794^106774792-
6@-@167824583^167824228-@167824585^167824583-167824229^167824227-,6,-,167824583^,167824228-,167824585^167824583-167824229^167824227-
6@-@167824583^167824228-@167824585^167824583-167824229^167824227-,6,-,167824583^,167824228-,167824585^167824583-167824229^167824227-
6@-@132734480^132734383-@132734482^132734480-132734384^132734382-,6,-,132734480^,132734383-,132734482^132734480-132734384^132734382-
6@-@132723734^132723054-@132723736^132723734-132723055^132723053-,6,-,132723734^,132723054-,132723736^132723734-132723055^132723053-
6@-@68634465^68634258-@68634467^68634465-68634259^68634257-,6,-,68634465^,68634258-,68634467^68634465-68634259^68634257-
6@-@68634622^68630650-@68634624^68634622-68630651^68630649-,6,-,68634622^,68630650-,68634624^68634622-68630651^68630649-
